Reference,Left,KWIC,Right
"PA721506,2019-01-17,Kuster, Brigitte","dont la peine a été aménagée et d'' informer la victime notamment si celui-ci vient habiter à côté de chez elle, s'' il a",été arrêté,pour une nouvelle infraction ou si son statut légal change. Elle s'' inscrit pleinement dans la démarche de
"PA721896,2019-01-17,Faucillon, Elsa",- moi d'' ailleurs d'' en être d'' autant plus inquiète dans une période qui nous laisse à penser que ces libertés peuvent,être fortement attaquées,". Les garanties prévues ne nous semblent absolument pas suffisantes pour assurer leur protection, puisqu'' elles"
"PA610654,2019-01-17,Nilor, Jean-Philippe","certifiées sera -t - elle passible d'' enquêtes sous pseudonyme ? En effet, la pratique illégale de la justice devrait",être condamnée,au même titre que la pratique illégale de la médecine ! La parole est à M. Erwan Balanant . On entend des choses étonnantes
"PA721960,2019-01-17,Obono, Danièle",et délits pour lesquels une enquête sous pseudonyme faciliterait l'' arrestation de personnes soupçonnées – qui ne,sont donc ni jugées ni condamnées,". Une telle méthode permettrait d'' aller plus vite, certes, mais si c'' est ce qui est recherché, tous les moyens, même les"
"PA610654,2019-01-17,Nilor, Jean-Philippe","d'' être votés suivant les règles du jeu que vous avez fixées. Ceux qui les présentent ont, de même, très peu de chances d''",être écoutés,. C '' est pourquoi je préfère réserver mon énergie pour d'' autres amendements qui éprouveront votre ouverture d'' esprit
"PA721960,2019-01-17,Obono, Danièle",", si bien que dans les mois ou les années à venir, nous serons à nouveau interpellés sur ce sujet. À nouveau, la France",sera condamnée,par des instances internationales parce qu'' elle aura réduit l'' État de droit . Quand on se permet de donner des leçons au
"PA610654,2019-01-17,Nilor, Jean-Philippe","faire des observations – c'' est une fiction totale dans l'' hypothèse la plus courante, celle dans laquelle celui-ci n''",est pas assisté,d'' un avocat. Le caractère facultatif de la présentation est préjudiciable pour le gardé à vue qui doit pouvoir
"PA610654,2019-01-17,Nilor, Jean-Philippe",sur l'' hypothèse extravagante selon laquelle le gardé à vue est parfaitement au fait de ses droits. Si de surcroît il n'',est pas assisté,"d'' un conseil, comment voulez - vous qu'' il sache qu'' il peut demander à être présenté à un juge ? On sait que, dans la"
"PA677483,2019-01-17,Mazars, Stéphane",", le gardé à vue bénéficie de garanties : ainsi, ses droits lui sont notifiés. Et même si la personne concernée n'' a pas",été assistée,"par un avocat lors de sa garde à vue, elle le sera au moment de sa présentation devant un tribunal ou un juge. Cet avocat"
"PA610654,2019-01-17,Nilor, Jean-Philippe","dialogue s'' installe avant que le procureur propose officiellement une peine, et qu'' ainsi un plus grand nombre de CRPC",soient acceptées,. Cet amendement propose que le procureur de la République informe systématiquement la personne ou son avocat des
"PA610654,2019-01-17,Nilor, Jean-Philippe","de la situation des centres pénitentiaires en outre-mer et sur plainte de personnes y étant incarcérées, l'' État",est régulièrement condamné,"pour traitements dégradants à payer entre 1 200 et 15 000 euros. Jusqu'' ici, le nombre de plaignants représente une"
"PA610654,2019-01-17,Nilor, Jean-Philippe","dans nos prisons, mais bien leur état et les conditions de vie indignes qui y règnent. C '' est ce qui justifie que l'' État",est régulièrement condamné,", par des tribunaux administratifs ou par la Cour européenne des droits de l'' homme , en raison des conditions de vie"
"PA610654,2019-01-17,Nilor, Jean-Philippe",", en raison des conditions de vie inhumaines et dégradantes dans les prisons des outre-mer. S '' il est arrivé que l'' État a",été ponctuellement condamné,"en raison de la situation au sein d'' établissements installés en France hexagonale, s'' agissant de l'' outre-mer, je"
"PA748954,2019-01-17,Savignat, Antoine","le monde doit être jugé de la même manière sur l'' ensemble du territoire national, nous proposons que la possibilité",soit laissée à l'' accusé,de choisir préalablement s'' il veut être jugé devant la cour d'' assises ou devant la juridiction expérimentale. En
",2019-01-17,","de prise en charge rejetée, en particulier au motif qu'' ils bénéficiaient d'' une protection fonctionnelle lorsqu'' ils",étaient blessés,dans le cadre de leurs fonctions. La même difficulté est apparue pour les agents qui sollicitaient une indemnisation
"PA720430,2019-01-17,Bernalicis, Ugo",. Vous n'' avez pas réfléchi aux effets de seuil – et il y en aura. Vous n'' avez pas pensé au fait que la majorité des peines qui,sont aménagées aujourd''hui – celles comprises,"entre un et deux ans d'' emprisonnement – ne pourront plus l'' être avec votre projet de loi. À condamnations constantes,"
"PA266797,2019-01-17,Gosselin, Philippe","est essentiel – que les collectivités locales, les associations ou les structures de l'' économie sociale et solidaire",soient accompagnées,"dans ce chemin parfois un peu escarpé, qu'' on ne les laisse pas gérer seules des éléments qui relèvent en réalité de la"
"PA719202,2019-01-17,Paris, Didier",puisse refuser sans raison une peine prononcée par le président du tribunal. Quel est l'' avis de la commission ? Nous,sommes bloqués,par les normes relatives au travail forcé. Avis défavorable. Quel est l'' avis du Gouvernement ? Même avis. La parole est
"PA720430,2019-01-17,Bernalicis, Ugo",Avis défavorable. Quel est l'' avis du Gouvernement ? Même avis. La parole est à M. Ugo Bernalicis . Heureusement que nous,sommes bloqués,"par cette convention relative au travail forcé ! Je ne vois d'' ailleurs pas cela comme un blocage, mais plutôt comme une"
"PA720430,2019-01-17,Bernalicis, Ugo",". Madame la ministre , vous avancez des chiffres annuels ; vous indiquez par exemple que 10 000 personnes",sont condamnées,"chaque année à des peines inférieures à un mois d'' emprisonnement. Mais, à l'' instant t, entre 200 et 800 personnes se"
"PA719558,2019-01-17,Balanant, Erwan",et qui souhaitent que nous puissions en débattre. Monsieur Savignat... Mais c'' est insupportable de mépris ! Je,suis attaqué,", madame la présidente ! Faut pas exagérer ! C '' est de la légitime défense ! S '' il vous plaît, mes chers collègues, seul M."
"PA337483,2019-01-17,Letchimy, Serge",". Si ce grand débat a été lancé, c'' est en raison d'' incompréhensions et même du sentiment qu'' avait le peuple de ne pas",être écouté,et d'' être méprisé. Or le premier texte discuté à l'' Assemblée après les sept heures du débat marathon du Président de la
"PA748954,2019-01-17,Savignat, Antoine","déposant ce type d'' amendement, nous vous invitons simplement à en parler ensemble. C '' est le job pour lequel nous avons",été élus,". Faisons - le, et faisons - le bien. Il n'' y a là aucune défiance vis-à-vis du Gouvernement ni de Mme la ministre . Nous"
"PA610654,2019-01-17,Nilor, Jean-Philippe","d'' une forme de hiérarchisation implicite entre les cours, qui existe déjà en matière budgétaire et qui n''",est pas réellement acceptée,". Il n'' est d'' ailleurs pas certain que les chefs de cour s'' y prêtent. D '' autre part, il est proposé de spécialiser"
"PA332747,2019-01-23,de Rugy, François","Batho , ministre de l'' écologie, et Arnaud Montebourg , ministre de l'' industrie, informent l'' exploitant qu'' un choix a",été arrêté,": un scénario de déstockage partiel, en vue d'' extraire 56 % des déchets contenant du mercure. En 2014, Ségolène Royal"
"PA721584,2019-01-23,Terlier, Jean","conclure, Voltaire écrivait qu'' un jugement trop prompt est souvent sans justice. Nous sommes persuadés qu'' avant d''",être jugés et condamnés,", ces textes méritent d'' être mis à l'' épreuve de la pratique et de l'' expérimentation, et ne doutons pas de l'' issue de"
"PA608695,2019-01-23,Untermaier, Cécile",". Mais la France de 2019 est une France fracturée sur le plan numérique : la précarité existe, et le justiciable doit",être accompagné,. Nous nous étonnons qu'' aucune réglementation ou disposition législative ne permette – quand même ! – d'' encadrer des
"PA609520,2019-01-23,Pompili, Barbara",des établissements fusionnés vers le nouvel établissement. J'' insiste sur le fait que les personnels devront,être accompagnés,dans cette transformation. La commission a en outre adopté un article additionnel visant à demander au Gouvernement d
"PA267527,2019-01-23,Saddier, Martial","de retourner en commission – pour votre bien, monsieur le ministre d'' État , madame la secrétaire d'' État ! Pour que vous",soyez épaulés,", et qu'' avec Mme la rapporteure vous obteniez du Premier ministre et du Président de la République des sources de"
"PA267527,2019-01-23,Saddier, Martial","de retourner en commission – pour votre bien, monsieur le ministre d'' État , madame la secrétaire d'' État ! Pour que vous","soyez épaulés , et qu",'' avec Mme la rapporteure vous obteniez du Premier ministre et du Président de la République des sources de financement
"PA267204,2019-01-23,Sermier, Jean-Marie","avec l'' idée de contribuer à améliorer le texte [...]. "" Mais force est de constater qu'' un seul de nos amendements a",été accepté,"– sous-amendé d'' ailleurs tout de suite après. Il y a donc lieu de continuer à travailler en commission, je pense au nom de"
"PA267204,2019-01-23,Sermier, Jean-Marie","avec l'' idée de contribuer à améliorer le texte [...]. "" Mais force est de constater qu'' un seul de nos amendements a",été accepté – sous-amendé,"d'' ailleurs tout de suite après. Il y a donc lieu de continuer à travailler en commission, je pense au nom de l''"
"PA2155,2019-01-23,Menuel, Gérard",mérite des enrichissements en réponse aux doutes légitimes et essentiels qu'' il a suscités chez nous. Pour qu'' une loi,soit admise,", comprise, partagée et défendue, il faut que ses objectifs soient clairs et transparents. Or à cet instant, ce n'' est"
"PA2155,2019-01-23,Menuel, Gérard",mérite des enrichissements en réponse aux doutes légitimes et essentiels qu'' il a suscités chez nous. Pour qu'' une loi,"soit admise , comprise",", partagée et défendue, il faut que ses objectifs soient clairs et transparents. Or à cet instant, ce n'' est pas tout à"
"PA2155,2019-01-23,Menuel, Gérard",mérite des enrichissements en réponse aux doutes légitimes et essentiels qu'' il a suscités chez nous. Pour qu'' une loi,"soit admise , comprise, partagée","et défendue, il faut que ses objectifs soient clairs et transparents. Or à cet instant, ce n'' est pas tout à fait le cas. La"
"PA720684,2019-01-23,Dumont, Pierre-Henri","le monde de la chasse est impatient de savoir si la promesse faite à ses représentants sera non pas annulée, comme l'' ont",été trois arrêtés,"précédents par le Conseil d'' État , mais tenue, malgré les pressions que certains peuvent exercer sur les chasseurs et l"
"PA759830,2019-01-23,Wargon, Emmanuelle","interventions. M. Saddier a souligné l'' importance de mentionner la biodiversité d'' un côté, et la chasse ... ; il s''",est arrêté,"juste avant de dire : "" de l'' autre "". Car, dès qu'' on accole les deux termes, c'' est l'' un, d'' un côté, et l'' autre, de l'' autre."
"PA333421,2019-01-23,Pancher, Bertrand",". Il se trouve que vous y viendrez vendredi prochain, et vous y serez bien accueillie. Depuis des années, les chasseurs",sont bloqués,"à l'' idée de céder l'' ONCFS , qu'' ils considèrent comme "" leur "" office, et de le regrouper avec d'' autres dans un seul"
"PA334149,2019-01-23,Fasquelle, Daniel",", plus on diluera les spécificités et moins on écoutera les uns et les autres. Ainsi, il est évident que les chasseurs",seront moins écoutés,", demain, dans votre futur office. Envoyez -leur tout de même quelques signaux. Vous dites en effet que la chasse sera"
"PA2155,2019-01-24,Menuel, Gérard","à M. Gérard Menuel , pour soutenir l'' amendement n° 338. Nous reprenons ce matin nos travaux après une nuit où nous avons",été peu écoutés,", comme si l'' actualité ne vous servait pas de leçon. Du nom de l'' organisme à la centralisation des décisions, pas d''"
"PA759830,2019-01-24,Wargon, Emmanuelle",de trouver la bonne composition de ce conseil d'' administration – dont je rappelle que le nombre total des membres,sera compris,"entre trente et quarante –, mais des représentants des comités de bassin seront présents au sein de ce troisième"
"PA719146,2019-01-24,Acquaviva, Jean-Félix","L. 411-5 et L. 411-6 du code de l'' environnement, dont l'' établissement est aujourd''hui une compétence de l'' État ,",soient fixées par arrêté,"du président du conseil exécutif de Corse après avis du conseil scientifique régional du patrimoine naturel, le CSRPN"
"PA332747,2019-01-24,de Rugy, François",été le cas avec le remblaiement d'' une zone humide pour y construire une centrale nucléaire : ce projet a heureusement,été arrêté,", mais il avait été fortement contesté notamment par la fédération de chasseurs qui estimait que cela portait atteinte"
"PA332747,2019-01-24,de Rugy, François","Il s'' agira d'' une véritable gestion, reposant sur des données recueillies par les uns et les autres et dont la fiabilité",sera contrôlée,sur le fondement des préconisations scientifiques dont je parlais tout à l'' heure. Il faudra notamment constituer des
"PA332747,2019-01-24,de Rugy, François","ne démontre le contraire, mais son élargissement serait possible s'' il donnait satisfaction, sachant qu'' il",sera très contrôlé,". La parole est à M. Vincent Descoeur , pour soutenir l'' amendement n° 59. L'' article 3 prévoit que tout chasseur qui n''"
"PA332747,2019-01-24,de Rugy, François","Gouvernement ? Même avis, pour les mêmes raisons. Parmi ces 5 000 demandes de permis de chasser déposées, 4 500 ont déjà",été acceptées,". Le Gouvernement ne souhaite pas remettre en cause ce processus auquel de nombreux Guyanais ont déjà participé, et qui"
"PA610667,2019-01-24,Serville, Gabriel","cet hémicycle furieux en disant qu'' il y avait peut-être pris la parole pour la dernière fois. Justement, son avion s''",est écrasé,en Guadeloupe et on ne l'' a plus jamais revu. Il était très en colère lorsqu'' il voyait de quelle manière étaient traitées
"PA759192,2019-01-29,Poudroux, Jean-Luc","sur les conséquences dramatiques de la crise requins à La Réunion . On pourrait considérer que tout a été dit, tous ont",été écoutés,", tout a été envisagé. Pourtant force est de constater que rien n'' a changé, ou si peu. Cela fera bientôt huit ans qu'' une"
"PA759192,2019-01-29,Poudroux, Jean-Luc","sur les conséquences dramatiques de la crise requins à La Réunion . On pourrait considérer que tout a été dit, tous ont","été écoutés , tout a été","envisagé. Pourtant force est de constater que rien n'' a changé, ou si peu. Cela fera bientôt huit ans qu'' une île est"
"PA337633,2019-01-29,Girardin, Annick","dernier, devant la fameuse gauche de Saint-Leu . Il faut donc régulièrement rappeler les habitants à la prudence. C ''",est pourquoi l'' arrêté,préfectoral réglementant les activités nautiques et la baignade sera reconduit en février prochain. La parole est à
"PA415452,2019-01-29,Guillaume, Didier",", non pas qu'' ils subissent une double peine. Dans ce cadre et sur votre territoire, monsieur le député du Béarn , ils",seront vraiment aidés,". Concernant votre demande de classement en zone de montagne, là encore, les changements sont limités. Six des sept"
"PA720996,2019-01-29,El Guerrab, M''jid","manche, je le répète, mais ce n'' est pas suffisant : l'' extension de la solution de la CJUE à tous les non-résidents n'' a pas",été acceptée,"par le Gouvernement , lors du débat sur le dernier projet de loi de finances. Les Français de l'' étranger établis en"
"PA605131,2019-01-29,Castaner, Christophe",". J '' ai demandé aux services compétents d'' agir vite, notamment en Île-de-France . Le territoire que vous évoquez doit",être accompagné,"dans ce cadre et des places seront créées. Enfin, vous évoquez à très juste titre l'' intégration des migrants. Pendant"
"PA268019,2019-01-29,Lagarde, Jean-Christophe","sont ceux qui reçoivent les plaintes et mènent l'' enquête. Dans le premier district de la Seine-Saint-Denis , dont je",suis élu,", pour pallier ce manque, ils ont été regroupés, par décision du préfet de police, le week-end à Bobigny et les jours de la"
"PA605131,2019-01-29,Castaner, Christophe","et que ces Français doivent être expulsés – on sait où ils sont et de qui il s'' agit –, s'' ils posaient le pied en France , ils",seraient immédiatement arrêtés,et jugés. Il faut les empêcher de revenir ! La parole est à Mme Laurence Vanceunebrock-Mialon . Monsieur le secrétaire d
"PA605131,2019-01-29,Castaner, Christophe","et que ces Français doivent être expulsés – on sait où ils sont et de qui il s'' agit –, s'' ils posaient le pied en France , ils",seraient immédiatement arrêtés et jugés,. Il faut les empêcher de revenir ! La parole est à Mme Laurence Vanceunebrock-Mialon . Monsieur le secrétaire d'' État
"PA759834,2019-01-29,Nuñez, Laurent","irrégulière sans disposer de la capacité de les accueillir correctement ; les services publics, qui pourraient",être désorganisés et débordés,"; mais aussi les étrangers en situation irrégulière, à qui l'' on ne pourra pas assurer des conditions d'' hébergement et"
"PA721960,2019-01-29,Obono, Danièle","pouvoir accéder à ces informations pour exercer leurs droits. "" "" Du fait de la rétention des parents, 2 901 mineurs ont",été admis,au centre de rétention administrative en 2008 et 2 711 ont été reconduits sans que soient toujours vérifiés avec
"PA759834,2019-01-29,Nuñez, Laurent",irrégulière. Le délai de quarante-huit heures ne permettrait pas de traiter leur cas correctement : les juridictions,seraient débordées,"; les effectifs des différentes administrations devraient être augmentés, sans oublier les problèmes de maintien de"
"PA2150,2019-01-29,Mélenchon, Jean-Luc",", des tas de familles en vivent. On ne peut pas continuer comme ça. Quant à la piraterie, on rêve ! Comment ? Nous allons",être défiés,"? Par qui ? Nous n'' avons pas les moyens de nous défendre ? Mais au fait, oui, c'' est vrai : nous n'' avons pas les moyens..."
"PA719874,2019-01-29,Jacquier-Laforge, Élodie","entre communautés, des épisodes de violences et une délinquance élevée. Mme la présidente de la commission des lois s''","est rendue sur place, accompagnée","de ses deux vice-présidents, Stéphane Mazars et Philippe Gosselin , et a constaté le caractère très préoccupant de la"
"PA721062,2019-01-29,Ratenon, Jean-Hugues","accéder à ces informations pour exercer leurs droits. [...] "" Du fait de la rétention des parents, 2 901 mineurs ont",été admis,au centre de rétention administrative en 2008 et 2 711 ont été reconduits sans que soient toujours vérifiés avec
"PA335612,2019-01-29,Lecoq, Jean-Paul","comorienne de Mayotte continue de souffrir de la politique coloniale illégale de la France , pour laquelle notre pays a",été condamné,"plus de vingt fois par l'' ONU . Nous pouvons toujours donner des leçons aux autres pays du monde, mais tant que nous n''"
"PA721960,2019-01-29,Obono, Danièle",", pour contester la décision d'' obligation de quitter le territoire français, et ce sans délai maximal. S '' il",est assisté,"d'' un avocat et connaît ses droits ! Cette saisine, elle, est suspensive, et le juge doit statuer en quarante-huit"
"PA335054,2019-01-29,Karamanli, Marietta","étrangères. Se posait aussi la question du recours suspensif, non appliqué sur l'' île, ce qui avait valu à la France d''",être condamnée,". Malgré la loi, les expulsions se sont poursuivies, à raison de 20 000 par an. La saisine du juge des libertés fut une"
"PA267901,2019-01-29,Kamardine, Mansour","disent les avocats : contactez - les, vous verrez ! Deuxièmement, les associations de défense des droits des étrangers",sont admises,"dans le centre, où elles ont même des bureaux. Je ne suis pas le seul à le dire : tous ceux qui ont visité les lieux l'' ont"
"PA605131,2019-01-29,Castaner, Christophe",de défense – LBD – sont employés. Les forces de l'' ordre sont désormais plus mobiles et les CRS ou les gendarmes mobiles,sont accompagnés,d'' officiers de police judiciaire afin que les interpellations soient plus nombreuses et que les procédures
"PA605131,2019-01-29,Castaner, Christophe","dont certains ne veulent pas parler ! Samedi dernier, dans toute la France , quarante-cinq policiers et gendarmes ont",été blessés,". En vous parlant de ces actes, je pense aussi au Puy-en-Velay , dont la préfecture a été incendiée, je pense à Narbonne ,"
"PA605131,2019-01-29,Castaner, Christophe",", je pense aussi au Puy-en-Velay , dont la préfecture a été incendiée, je pense à Narbonne , dont la sous-préfecture a",été attaquée,", je pense à la sous-préfecture bretonne de Pontivy , qui a été mise à sac et incendiée avant-hier. Je pense aux"
"PA605131,2019-01-29,Castaner, Christophe","d'' entre eux sont présents ici et je tiens à les saluer. Au total, ce sont plus de 1 100 policiers et gendarmes qui ont",été blessés,". Des gilets jaunes ont aussi été blessés et des journalistes ont été agressés. Hier, les locaux de France Bleu Isère ont"
"PA605131,2019-01-29,Castaner, Christophe","tiens à les saluer. Au total, ce sont plus de 1 100 policiers et gendarmes qui ont été blessés. Des gilets jaunes ont aussi",été blessés,"et des journalistes ont été agressés. Hier, les locaux de France Bleu Isère ont été incendiés. Des millions d'' euros de"
"PA605131,2019-01-29,Castaner, Christophe",plus de 1 100 policiers et gendarmes qui ont été blessés. Des gilets jaunes ont aussi été blessés et des journalistes ont,été agressés,". Hier, les locaux de France Bleu Isère ont été incendiés. Des millions d'' euros de mobilier urbain sont partis en fumée."
"PA605131,2019-01-29,Castaner, Christophe",l'' objet de cette proposition de loi. Il s'' agit de permettre à chacun de s'' exprimer et de manifester sans risquer d'',être attaqué,"par ceux qui sont là pour en découdre. Il s'' agit de doter la police et la justice de nouveaux outils, encore plus"
"PA605131,2019-01-29,Castaner, Christophe","du Sénat . Qu '' il en soit ainsi est important car, dans notre esprit, cela montre que la gravité de la situation",est comprise,"par-delà les clivages. Et, quand il s'' agit de protéger les Français , nous ne nous demandons plus si une idée vient de tel"
"PA335054,2019-01-29,Karamanli, Marietta","préalable. Le premier rappel est que le droit de manifester constitue une liberté fondamentale, même si elle demande à",être accompagnée,. Ce droit de manifester est garanti par l'' article 10 de la Déclaration des droits de l'' homme et du citoyen et l'' article 9
"PA605131,2019-01-29,Castaner, Christophe","nous aurons affiné la nouvelle doctrine, car il me paraît important de connaître votre regard avant que celle-ci",soit définitivement arrêtée,. Nous recueillerons également l'' avis de l'' ensemble des partenaires sociaux du ministère de l'' intérieur qui
"PA721210,2019-01-29,Corbière, Alexis",le droit fondamental de se faire entendre. J '' ai bien sûr une pensée pour les membres des forces de l'' ordre qui ont,été blessés,", mais j'' observe que les quatorze personnes éborgnées et les quatre personnes dont la main a été arrachée sont oubliées"
"PA721210,2019-01-29,Corbière, Alexis","l'' ordre qui ont été blessés, mais j'' observe que les quatorze personnes éborgnées et les quatre personnes dont la main a",été arrachée,"sont oubliées. Lorsqu'' il a déclaré que personne ne serait mort en raison de l'' intervention des forces de l'' ordre, M. le"
"PA721210,2019-01-29,Corbière, Alexis","l'' ordre qui ont été blessés, mais j'' observe que les quatorze personnes éborgnées et les quatre personnes dont la main a",été arrachée sont oubliées,". Lorsqu'' il a déclaré que personne ne serait mort en raison de l'' intervention des forces de l'' ordre, M. le Président de"
"PA330240,2019-01-29,Ciotti, Éric",". Or, selon vos amendements, madame la rapporteure, et en vertu de ceux du groupe majoritaire, pour qu'' une personne",soit condamnée,", il ne suffira plus qu'' elle ait porté une cagoule ; il faudra qu'' elle ait clairement eu l'' intention de commettre des"
"PA330240,2019-01-29,Ciotti, Éric","ceux qui le portent. Les chiffres sont éloquents, vous les connaissez : chaque jour, vingt et un policiers et gendarmes",sont blessés,en mission opérationnelle. Le taux de suicide parmi les forces de l'' ordre est beaucoup plus élevé que dans l'' ensemble
"PA720704,2019-01-29,Vichnievsky, Laurence","nous pouvons tous, dans cet hémicycle, les saluer et les remercier. Je n'' ignore pas, bien sûr, que des manifestants ont",été blessés,", parfois gravement. Des enquêtes devront être menées pour établir les causes et les responsabilités. Il faudra sans"
"PA720704,2019-01-29,Vichnievsky, Laurence",par le procureur de la République . Il faut prendre ici un peu de recul ; je ne suis pas certaine que ce dispositif ne,soit pas déjà compris,"dans l'' article 78-2-2 du code de procédure pénale. En raison du dépôt tardif de ces sous-amendements, je souhaite moi"
"PA608695,2019-01-29,Untermaier, Cécile",les casseurs ; nous non plus. Ils ne comprennent pas l'' impunité des fauteurs de troubles ; nous non plus. Tout délit doit,être condamné,et tout comportement mettant en danger la liberté de chacun de manifester doit être identifié et sanctionné. Mais les
"PA608695,2019-01-29,Untermaier, Cécile","dressé. La première réponse à apporter, c'' est celle des moyens humains, mais aussi matériels, dont l'' adaptation doit",être appréciée,"avec minutie. Je n'' évoquerai pas ce soir l'' article 2, au cœur du texte ; nous y reviendrons lors de l'' examen des"
"PA2150,2019-01-29,Mélenchon, Jean-Luc","grève, ou bien en 1995, avec des millions de gens se déplaçant dans les rues, on n'' a vu pareille chose. 1 000 policiers ont",été blessés,"par un usage aberrant des dispositifs de maintien de l'' ordre, et l'' on compte 1 800 blessés parmi les manifestants. 1 900"
"PA2150,2019-01-29,Mélenchon, Jean-Luc","est politique. C '' est donc vous qui devez assumer cette situation. Si ces gens sont éborgnés, si ces policiers",sont blessés,", si cette situation existe, c'' est de votre faute ! On n'' a jamais vu ça auparavant dans ce pays, dans aucune situation"
"PA719146,2019-01-29,Acquaviva, Jean-Félix",toutes les formes de violences et appelle à ce que les casseurs qui sévissent dans les manifestations des gilets jaunes,soient arrêtés,"et sanctionnés. Nous avons toutes et tous été choqués et révoltés en voyant des symboles attaqués, des commerces"
"PA719146,2019-01-29,Acquaviva, Jean-Félix",toutes les formes de violences et appelle à ce que les casseurs qui sévissent dans les manifestations des gilets jaunes,soient arrêtés et sanctionnés,". Nous avons toutes et tous été choqués et révoltés en voyant des symboles attaqués, des commerces vandalisés, des"
"PA1872,2019-01-30,Le Drian, Jean-Yves","des crimes doivent les expier là où ils les ont commis. Très bien ! C '' est ce qui se passe en Irak , puisque des Français ont",été jugés et condamnés,"dans ce pays. Mais, en Syrie , la situation est plus compliquée, d'' abord parce que le Nord-Est syrien est une partie du"
"PA717153,2019-01-30,Buzyn, Agnès","et insuffisamment discutée : l'' augmentation de la CSG , appliquée en 2018, sur les retraités dont la pension mensuelle",était comprise,"entre 1 400 et 2 000 euros. Pour ces personnes, le taux de CSG sera ramené, en 2019, à 6,6 %, et le remboursement du"
"PA718850,2019-01-30,Cordier, Pierre","à Charleville-Mézières , petite ville de province – il n'' y a pas qu'' à Paris , monsieur le ministre ! Si la colère peut",être comprise,"et entendue, ces exactions sont inadmissibles et ne doivent pas être tolérées. Les images que nous voyons chaque"
"PA718850,2019-01-30,Cordier, Pierre","à Charleville-Mézières , petite ville de province – il n'' y a pas qu'' à Paris , monsieur le ministre ! Si la colère peut",être comprise et entendue,", ces exactions sont inadmissibles et ne doivent pas être tolérées. Les images que nous voyons chaque samedi depuis"
"PA720286,2019-01-30,Fiat, Caroline","financiers et humains suffisants, elles peuvent commettre des actes de maltraitance. Lorsque les manifestants","sont méprisés, insultés, accusés","de tous les maux, fatigués, on se retrouve avec des scènes de violence. Quant aux casseurs qui ne viennent que pour"
"PA719608,2019-01-30,Ménard, Emmanuelle",pourront différer d'' une préfecture à une autre. C '' est pourquoi je propose que les mesures prises par le préfet,soient contrôlées,"par le juge. Troisième problème, enfin : celui du consentement des personnes qui font l'' objet d'' une vérification."
"PA718784,2019-01-30,Pauget, Éric",directement par les débordements que nous avons connus – je pense notamment aux commerçants dont l'' outil de travail a,été dévasté,"–, ne comprendraient pas que nous revenions sur le cœur du dispositif de cet article, gage de bon sens et d'' efficacité."
"PA643089,2019-01-30,Thiériot, Jean-Louis","des fachos ! Vous devriez avoir honte ! Ensuite, je rappelle qu'' une décision administrative prise par un préfet",est contrôlée,par le juge : un juge administratif peut intervenir en tant que juge des libertés dans le cadre du référé liberté. Si l''
"PA720892,2019-01-30,Panot, Mathilde","accepter d'' évaluation. Une fois encore, ce sont les militants, les syndicalistes qui, comme vient de le dire M. Peu ,",seront attaqués,"! Vous attaquez les droits de tous pour lutter contre une petite minorité, alors que vous disposez déjà de tous les"
"PA721960,2019-01-30,Obono, Danièle",", car la caractérisation est bien trop floue et absolument pas objective. Sont aussi concernées les personnes qui ont",été condamnées,"pour des violences et des dégradations à l'' occasion d'' une ou plusieurs manifestations. Comme cela a été dit, si la"
"PA719578,2019-01-30,Prud''homme, Loïc",". Selon M. Castaner , ministre de l'' intérieur, il y a 300 casseurs, ce qui signifie, en admettant que ces casseurs aient",été arrêtés,", qu'' au moins 4 700 personnes ont été placées arbitrairement en garde à vue. Du reste, sur ces 5 000 gardes à vue, combien"
"PA719578,2019-01-30,Prud''homme, Loïc",". Selon M. Castaner , ministre de l'' intérieur, il y a 300 casseurs, ce qui signifie, en admettant que ces casseurs aient","été arrêtés , qu","'' au moins 4 700 personnes ont été placées arbitrairement en garde à vue. Du reste, sur ces 5 000 gardes à vue, combien de"
"PA719578,2019-01-30,Prud''homme, Loïc",". En somme, nous avons déjà plongé à pieds joints dans l'' arbitraire, la suspicion. Si quelqu''un va à la piscine, il peut",être arrêté,"en chemin parce qu'' il a dans une poche des lunettes de natation. S '' il va manifester avec sa famille en gilet jaune, il"
"PA719578,2019-01-30,Prud''homme, Loïc","en chemin parce qu'' il a dans une poche des lunettes de natation. S '' il va manifester avec sa famille en gilet jaune, il",sera arrêté,"parce qu'' il sera supposé être un dangereux casseur. On est en plein dans l'' arbitraire. En vous référant aux seuls """
"PA719578,2019-01-30,Prud''homme, Loïc","en chemin parce qu'' il a dans une poche des lunettes de natation. S '' il va manifester avec sa famille en gilet jaune, il",sera arrêté parce qu,"'' il sera supposé être un dangereux casseur. On est en plein dans l'' arbitraire. En vous référant aux seuls "" agissements"
"PA719302,2019-01-30,Thourot, Alice","d'' un référé-liberté, "" la condition d'' urgence n'' est pas requise "" ; elle est, autrement dit, présumée. L'' objectif",est que l'' arrêté,"puisse être jugé en référé dans des délais très brefs. La parole est à Mme Danièle Obono , pour soutenir le"
"PA719302,2019-01-30,Thourot, Alice",de cohérence. Je citerai un autre exemple : le vol en réunion ne pourrait justifier une interdiction de manifester s'' il,était accompagné,"de dégradations, ce qui n'' a pas grand sens. La loi ne pourra jamais prévoir tous les détails. Je crois donc préférable de"
